

===== No.40 =====
(((33.0, 49.0), '+'), 'South'): 19
(((34.0, 18.0), '+'), 'East'): 16
(((1.0, 44.0), '+'), 'West'): 13
(((33.0, 22.0), '+'), 'North'): 20
(((45.0, 19.0), '+'), 'South'): 21
(((18.0, 34.0), '+'), 'North'): 16
(((44.0, 0.0), '+'), 'West'): 19
(((9.0, 42.0), '+'), 'East'): 14
(((10.0, 25.0), '+'), 'North'): 14
(((32.0, 10.0), '+'), 'East'): 16
(((21.0, 6.0), '+'), 'East'): 8
(((34.0, 25.0), '+'), 'East'): 20
(((41.0, 1.0), '+'), 'East'): 19
(((22.0, 14.0), '+'), 'East'): 12
(((37.0, 30.0), '+'), 'West'): 21
(((21.0, 40.0), '+'), 'West'): 19
(((6.0, 40.0), '+'), 'North'): 15
(((12.0, 44.0), '+'), 'West'): 13
(((36.0, 48.0), '+'), 'North'): 29
(((38.0, 47.0), '|'), 'South'): 17
(((44.0, 1.0), '+'), 'West'): 18
(((20.0, 48.0), '+'), 'North'): 17
(((43.0, 30.0), '+'), 'East'): 21
(((44.0, 26.0), '+'), 'West'): 21
(((33.0, 17.0), '+'), 'West'): 17
(((27.0, 24.0), '+'), 'East'): 15
(((3.0, 18.0), '+'), 'North'): 9
(((47.0, 0.0), '+'), 'East'): 19
(((43.0, 12.0), '+'), 'North'): 18
(((13.0, 40.0), '+'), 'West'): 14
(((19.0, 25.0), '+'), 'East'): 15
(((16.0, 6.0), '+'), 'South'): 7
(((33.0, 8.0), '+'), 'North'): 14
(((22.0, 35.0), '+'), 'South'): 18
(((31.0, 35.0), '+'), 'East'): 17
(((16.0, 49.0), '+'), 'West'): 18
(((49.0, 31.0), '+'), 'North'): 22
(((11.0, 40.0), '+'), 'East'): 14
(((47.0, 32.0), '+'), 'East'): 21
(((7.0, 43.0), '+'), 'North'): 13
(((48.0, 14.0), '+'), 'South'): 19
(((2.0, 46.0), '+'), 'South'): 15
(((5.0, 39.0), '+'), 'East'): 14
(((10.0, 4.0), '+'), 'South'): 4
(((39.0, 28.0), '+'), 'South'): 22
(((38.0, 7.0), '+'), 'East'): 15
(((40.0, 29.0), '+'), 'South'): 22
(((2.0, 26.0), '+'), 'North'): 12
(((35.0, 47.0), '+'), 'West'): 23
(((26.0, 21.0), '+'), 'East'): 17
(((24.0, 21.0), '+'), 'North'): 16
(((42.0, 47.0), '+'), 'East'): 21
(((4.0, 25.0), '+'), 'East'): 14
(((28.0, 3.0), '+'), 'North'): 9
(((47.0, 0.0), '+'), 'West'): 19
(((41.0, 10.0), '+'), 'North'): 19
(((12.0, 22.0), '+'), 'East'): 17
(((18.0, 16.0), '+'), 'West'): 16
(((21.0, 27.0), '+'), 'North'): 15
(((34.0, 19.0), '+'), 'South'): 16
(((5.0, 25.0), '+'), 'North'): 13
(((19.0, 30.0), '+'), 'West'): 18
(((37.0, 38.0), '+'), 'North'): 21
(((0.0, 22.0), '+'), 'North'): 9
(((31.0, 33.0), '+'), 'North'): 17
(((32.0, 10.0), '+'), 'South'): 16
(((4.0, 12.0), '+'), 'South'): 4
(((5.0, 33.0), '+'), 'East'): 15
(((4.0, 20.0), '+'), 'East'): 11
(((7.0, 18.0), '+'), 'South'): 9
(((41.0, 8.0), '+'), 'North'): 18
(((9.0, 15.0), '+'), 'West'): 4
(((8.0, 0.0), '+'), 'East'): 2
(((45.0, 45.0), '+'), 'South'): 22
(((48.0, 6.0), '+'), 'East'): 20
(((46.0, 13.0), '+'), 'South'): 19
(((14.0, 39.0), '+'), 'East'): 15
(((28.0, 3.0), '+'), 'South'): 10
(((5.0, 13.0), '+'), 'East'): 6
(((26.0, 42.0), '+'), 'West'): 19
(((46.0, 29.0), '+'), 'West'): 22
(((22.0, 24.0), '+'), 'West'): 14
(((40.0, 21.0), '+'), 'North'): 19
(((38.0, 2.0), '+'), 'South'): 15
(((27.0, 34.0), '+'), 'West'): 18
(((24.0, 32.0), '+'), 'West'): 16
(((34.0, 46.0), '+'), 'South'): 21
(((26.0, 44.0), '+'), 'West'): 19
(((20.0, 47.0), '+'), 'North'): 17
(((17.0, 29.0), '+'), 'West'): 16
(((11.0, 40.0), '+'), 'North'): 15
(((1.0, 47.0), '+'), 'East'): 13
(((8.0, 22.0), '+'), 'West'): 15
(((11.0, 47.0), '+'), 'North'): 14
(((7.0, 9.0), '+'), 'South'): 4
(((42.0, 27.0), '+'), 'North'): 21
(((17.0, 41.0), '+'), 'West'): 18
(((20.0, 9.0), '+'), 'West'): 10
(((18.0, 20.0), '+'), 'East'): 15
(((30.0, 20.0), '+'), 'South'): 15
(((15.0, 6.0), '+'), 'East'): 6
(((16.0, 32.0), '+'), 'South'): 15
(((43.0, 32.0), '+'), 'East'): 22
(((11.0, 34.0), '+'), 'West'): 15
(((39.0, 49.0), '+'), 'West'): 22
(((42.0, 1.0), '+'), 'East'): 19
(((45.0, 15.0), '+'), 'South'): 20
(((30.0, 49.0), '+'), 'West'): 19
(((7.0, 45.0), '+'), 'East'): 15
(((47.0, 17.0), '+'), 'West'): 21
(((38.0, 42.0), '+'), 'North'): 22
(((22.0, 45.0), '+'), 'East'): 18
(((40.0, 29.0), '+'), 'West'): 22
(((19.0, 8.0), '+'), 'East'): 9
(((30.0, 6.0), '+'), 'West'): 11
(((36.0, 44.0), '+'), 'South'): 22
(((27.0, 31.0), '+'), 'South'): 15
(((17.0, 49.0), '+'), 'West'): 18
(((27.0, 1.0), '+'), 'South'): 9
(((14.0, 3.0), '+'), 'South'): 6
(((1.0, 21.0), '+'), 'East'): 10
(((5.0, 45.0), '+'), 'West'): 17
(((46.0, 29.0), '+'), 'East'): 22
(((24.0, 8.0), '+'), 'East'): 10
(((14.0, 49.0), '+'), 'West'): 17
(((2.0, 48.0), '+'), 'South'): 14
(((48.0, 34.0), '+'), 'West'): 21
(((20.0, 40.0), '+'), 'South'): 18
(((23.0, 41.0), '+'), 'East'): 18
(((34.0, 4.0), '+'), 'North'): 13
(((37.0, 46.0), '+'), 'West'): 23
(((41.0, 2.0), '+'), 'North'): 19
(((35.0, 44.0), '+'), 'East'): 21
(((39.0, 38.0), '+'), 'South'): 22
(((19.0, 18.0), '+'), 'West'): 12
(((20.0, 9.0), '+'), 'North'): 10
(((0.0, 22.0), '+'), 'South'): 10
(((49.0, 34.0), '+'), 'North'): 20
(((30.0, 42.0), '+'), 'East'): 20
(((42.0, 27.0), '+'), 'West'): 21
(((22.0, 15.0), '+'), 'North'): 12
(((48.0, 3.0), '+'), 'East'): 20
(((25.0, 35.0), '+'), 'East'): 17
(((29.0, 11.0), '+'), 'East'): 15
(((43.0, 4.0), '+'), 'West'): 19
(((17.0, 42.0), '+'), 'West'): 17
(((34.0, 45.0), '+'), 'South'): 21
(((26.0, 31.0), '+'), 'West'): 15
(((3.0, 17.0), '+'), 'East'): 8
(((2.0, 5.0), '+'), 'West'): 2
(((26.0, 30.0), '+'), 'North'): 15
(((17.0, 45.0), '+'), 'South'): 18
(((8.0, 28.0), '+'), 'North'): 13
(((16.0, 48.0), '+'), 'North'): 18
(((48.0, 39.0), '+'), 'North'): 22
(((16.0, 17.0), '+'), 'South'): 20
(((20.0, 28.0), '+'), 'North'): 16
(((2.0, 23.0), '+'), 'East'): 12
(((46.0, 39.0), '+'), 'North'): 22
(((5.0, 11.0), '+'), 'East'): 4
(((38.0, 48.0), '+'), 'North'): 30
(((32.0, 36.0), '+'), 'East'): 17
(((32.0, 28.0), '+'), 'North'): 16
(((39.0, 48.0), '+'), 'East'): 22
(((30.0, 15.0), '+'), 'South'): 16
(((43.0, 9.0), '+'), 'North'): 19
(((49.0, 31.0), '+'), 'South'): 22
(((0.0, 27.0), '+'), 'South'): 13
(((41.0, 29.0), '+'), 'South'): 22
(((32.0, 48.0), '+'), 'South'): 20
(((9.0, 36.0), '+'), 'North'): 13
(((19.0, 22.0), '+'), 'West'): 17
(((28.0, 45.0), '+'), 'East'): 20
(((16.0, 33.0), '+'), 'South'): 14
(((38.0, 31.0), '+'), 'South'): 21
(((41.0, 21.0), '+'), 'West'): 19
(((9.0, 47.0), '+'), 'North'): 14
(((19.0, 31.0), '+'), 'East'): 16
(((31.0, 27.0), '+'), 'South'): 15
(((23.0, 16.0), '+'), 'North'): 14
(((6.0, 49.0), '+'), 'East'): 13
(((45.0, 27.0), '+'), 'South'): 21
(((2.0, 8.0), '+'), 'South'): 3
(((19.0, 48.0), '+'), 'North'): 18
(((13.0, 34.0), '+'), 'North'): 14
(((8.0, 30.0), '+'), 'West'): 14
(((12.0, 36.0), '+'), 'North'): 14
(((45.0, 24.0), '+'), 'East'): 22
(((46.0, 46.0), '+'), 'West'): 21
(((17.0, 38.0), '+'), 'North'): 15
(((18.0, 6.0), '+'), 'South'): 8
(((5.0, 34.0), '+'), 'South'): 15
(((23.0, 1.0), '+'), 'East'): 6
(((22.0, 41.0), '+'), 'West'): 19
(((23.0, 45.0), '+'), 'East'): 18
(((32.0, 42.0), '+'), 'South'): 21
(((49.0, 23.0), '+'), 'South'): 21
(((3.0, 17.0), '+'), 'West'): 8
(((9.0, 5.0), '+'), 'North'): 4
(((9.0, 2.0), '+'), 'South'): 3
(((42.0, 24.0), '+'), 'East'): 21
(((29.0, 35.0), '+'), 'North'): 17
(((35.0, 22.0), '+'), 'West'): 20
(((43.0, 1.0), '+'), 'West'): 19
(((46.0, 6.0), '+'), 'West'): 19
(((21.0, 10.0), '+'), 'East'): 9
(((27.0, 16.0), '+'), 'West'): 16
(((31.0, 34.0), '+'), 'East'): 17
(((27.0, 18.0), '+'), 'East'): 15
(((37.0, 31.0), '+'), 'East'): 20
(((43.0, 5.0), '+'), 'South'): 19
(((48.0, 47.0), '+'), 'South'): 20
(((23.0, 40.0), '+'), 'West'): 19
(((44.0, 39.0), '+'), 'West'): 23
(((6.0, 44.0), '+'), 'East'): 15
(((2.0, 18.0), '+'), 'East'): 10
(((27.0, 8.0), '+'), 'West'): 12
(((43.0, 7.0), '+'), 'East'): 18
(((30.0, 15.0), '+'), 'East'): 16
(((22.0, 42.0), '+'), 'North'): 17
(((0.0, 19.0), '+'), 'North'): 9
(((26.0, 32.0), '+'), 'South'): 14
(((1.0, 30.0), '+'), 'South'): 13
(((43.0, 19.0), '+'), 'West'): 18
(((22.0, 40.0), '+'), 'East'): 19
(((37.0, 43.0), '+'), 'South'): 21
(((3.0, 8.0), '+'), 'West'): 3
(((35.0, 16.0), '+'), 'West'): 17
(((38.0, 8.0), '+'), 'East'): 16
(((35.0, 48.0), '-'), 'West'): 14
(((43.0, 41.0), '+'), 'North'): 22
(((29.0, 5.0), '+'), 'East'): 10
(((19.0, 34.0), '+'), 'North'): 16
(((19.0, 17.0), '+'), 'South'): 14
(((35.0, 35.0), '+'), 'East'): 17
(((45.0, 15.0), '+'), 'North'): 19
(((5.0, 32.0), '+'), 'North'): 14
(((40.0, 32.0), '+'), 'East'): 22
(((49.0, 47.0), '+'), 'West'): 20
(((34.0, 32.0), '+'), 'West'): 19
(((29.0, 6.0), '+'), 'West'): 11
(((30.0, 46.0), '+'), 'South'): 19
(((48.0, 43.0), '+'), 'East'): 20
(((41.0, 9.0), '+'), 'East'): 19
(((13.0, 8.0), '+'), 'East'): 5
(((49.0, 1.0), '+'), 'West'): 19
(((9.0, 29.0), '+'), 'West'): 13
(((9.0, 7.0), '+'), 'South'): 4
(((43.0, 8.0), '+'), 'West'): 20
(((10.0, 9.0), '+'), 'South'): 2
(((35.0, 48.0), '+'), 'East'): 19
(((28.0, 2.0), '+'), 'South'): 10
(((22.0, 2.0), '+'), 'South'): 6
(((13.0, 25.0), '+'), 'South'): 14
(((1.0, 24.0), '+'), 'South'): 12
(((13.0, 39.0), '+'), 'West'): 16
(((32.0, 7.0), '+'), 'West'): 13
(((22.0, 33.0), '+'), 'North'): 17
(((9.0, 33.0), '+'), 'North'): 14
(((34.0, 18.0), '+'), 'West'): 17
(((39.0, 37.0), '+'), 'North'): 21
(((2.0, 31.0), '+'), 'West'): 12
(((28.0, 35.0), '-'), 'East'): 1
(((34.0, 5.0), '+'), 'North'): 13
(((13.0, 45.0), '+'), 'North'): 16
(((17.0, 28.0), '+'), 'North'): 17
(((39.0, 23.0), '+'), 'East'): 19
(((29.0, 25.0), '+'), 'North'): 15
(((34.0, 34.0), '+'), 'South'): 18
(((34.0, 12.0), '+'), 'West'): 16
(((19.0, 49.0), '+'), 'East'): 17
(((5.0, 23.0), '+'), 'East'): 14
(((7.0, 5.0), '+'), 'North'): 3
(((31.0, 27.0), '+'), 'East'): 15
(((1.0, 29.0), '+'), 'East'): 12
(((38.0, 31.0), '+'), 'North'): 21
(((10.0, 31.0), '+'), 'North'): 13
(((47.0, 7.0), '+'), 'East'): 20
(((31.0, 42.0), '+'), 'West'): 20
(((5.0, 15.0), '+'), 'East'): 7
(((26.0, 15.0), '+'), 'East'): 15
(((38.0, 5.0), '+'), 'North'): 15
(((16.0, 6.0), '+'), 'North'): 7
(((45.0, 10.0), '+'), 'North'): 19
(((1.0, 37.0), '+'), 'North'): 12
(((0.0, 34.0), '+'), 'East'): 12
(((45.0, 5.0), '+'), 'West'): 19
(((27.0, 21.0), '+'), 'West'): 17
(((41.0, 22.0), '+'), 'South'): 20
(((32.0, 6.0), '+'), 'East'): 12
(((30.0, 47.0), '+'), 'South'): 20
(((42.0, 40.0), '+'), 'South'): 22
(((12.0, 5.0), '+'), 'North'): 7
(((-0.0, 20.0), '+'), 'East'): 9
(((3.0, 20.0), '+'), 'East'): 10
(((22.0, 29.0), '+'), 'North'): 16
(((12.0, 15.0), '+'), 'West'): 4
(((36.0, 4.0), '+'), 'East'): 14
(((16.0, 31.0), '+'), 'North'): 15
(((17.0, 12.0), '+'), 'East'): 12
(((25.0, 39.0), '+'), 'South'): 19
(((35.0, 46.0), '+'), 'East'): 22
(((1.0, 19.0), '+'), 'West'): 9
(((43.0, 44.0), '+'), 'North'): 21
(((0.0, 4.0), '+'), 'North'): 1
(((16.0, 25.0), '+'), 'South'): 20
(((38.0, 6.0), '+'), 'West'): 16
(((7.0, 16.0), '+'), 'South'): 7
(((15.0, 26.0), '+'), 'East'): 17
(((26.0, 41.0), '+'), 'South'): 18
(((30.0, 30.0), '+'), 'South'): 17
(((40.0, 33.0), '+'), 'West'): 23
(((33.0, 1.0), '+'), 'West'): 10
(((44.0, 46.0), '+'), 'West'): 21
(((44.0, 38.0), '+'), 'South'): 23
(((9.0, 33.0), '+'), 'East'): 14
(((39.0, 14.0), '+'), 'West'): 18
(((43.0, 29.0), '+'), 'West'): 22
(((44.0, 5.0), '+'), 'North'): 19
(((41.0, 1.0), '+'), 'West'): 19
(((2.0, 14.0), '+'), 'West'): 5
(((25.0, 44.0), '+'), 'South'): 18
(((48.0, 26.0), '+'), 'West'): 20
(((35.0, 32.0), '+'), 'South'): 19
(((22.0, 41.0), '+'), 'South'): 18
(((46.0, 42.0), '+'), 'South'): 21
(((46.0, 43.0), '+'), 'East'): 20
(((13.0, 12.0), '+'), 'South'): 10
(((6.0, 37.0), '+'), 'East'): 14
(((13.0, 8.0), '+'), 'North'): 9
(((22.0, 16.0), '+'), 'East'): 13
(((6.0, 30.0), '+'), 'West'): 14
(((1.0, 7.0), '+'), 'West'): 2
(((0.0, 40.0), '+'), 'East'): 13
(((7.0, 46.0), '+'), 'North'): 14
(((15.0, 41.0), '+'), 'West'): 16
(((37.0, 5.0), '+'), 'West'): 15
(((42.0, 30.0), '+'), 'North'): 21
(((26.0, 5.0), '+'), 'East'): 9
(((23.0, 23.0), '+'), 'West'): 17
(((19.0, 34.0), '+'), 'East'): 17
(((16.0, 29.0), '+'), 'East'): 16
(((16.0, 42.0), '+'), 'East'): 16
(((17.0, 48.0), '+'), 'West'): 19
(((16.0, 14.0), '+'), 'South'): 15
(((1.0, 47.0), '+'), 'West'): 15
(((40.0, 39.0), '+'), 'West'): 22
(((13.0, 32.0), '+'), 'South'): 14
(((35.0, 1.0), '+'), 'West'): 10
(((16.0, 17.0), '+'), 'East'): 15
(((35.0, 5.0), '+'), 'West'): 14
(((29.0, 29.0), '+'), 'East'): 15
(((16.0, 49.0), '+'), 'South'): 18
(((8.0, 11.0), '+'), 'South'): 1
(((38.0, 47.0), '+'), 'North'): 22
(((6.0, 44.0), '+'), 'North'): 14
(((23.0, 25.0), '+'), 'North'): 15
(((33.0, 3.0), '+'), 'North'): 13
(((16.0, 7.0), '+'), 'North'): 8
(((38.0, 17.0), '+'), 'East'): 19
(((25.0, 8.0), '+'), 'South'): 10
(((41.0, 6.0), '+'), 'East'): 18
(((24.0, 10.0), '+'), 'East'): 10
(((15.0, 40.0), '+'), 'South'): 16
(((30.0, 42.0), '+'), 'South'): 21
(((23.0, 20.0), '+'), 'East'): 17
(((39.0, 28.0), '+'), 'North'): 22
(((2.0, 30.0), '+'), 'North'): 12
(((43.0, 15.0), '+'), 'East'): 20
(((13.0, 2.0), '+'), 'East'): 5
(((32.0, 14.0), '+'), 'South'): 17
(((40.0, 4.0), '+'), 'West'): 14
(((0.0, 23.0), '+'), 'East'): 11
(((33.0, 28.0), '+'), 'West'): 16
(((44.0, 37.0), '+'), 'South'): 22
(((42.0, 3.0), '+'), 'East'): 18
(((8.0, 20.0), '+'), 'North'): 14
(((18.0, 45.0), '+'), 'South'): 17
(((23.0, 45.0), '+'), 'North'): 19
(((37.0, 9.0), '+'), 'West'): 16
(((20.0, 4.0), '+'), 'East'): 9
(((6.0, 41.0), '+'), 'North'): 14
(((11.0, 34.0), '+'), 'South'): 14
(((43.0, 1.0), '+'), 'South'): 19
(((12.0, 17.0), '+'), 'West'): 9
(((29.0, 14.0), '+'), 'South'): 16
(((48.0, 37.0), '+'), 'North'): 24
(((35.0, 42.0), '+'), 'North'): 22
(((34.0, 35.0), '+'), 'East'): 17
(((18.0, 44.0), '+'), 'North'): 18
(((21.0, 14.0), '+'), 'West'): 11
(((11.0, 15.0), '+'), 'South'): 5
(((26.0, 8.0), '+'), 'East'): 10
(((31.0, 11.0), '+'), 'South'): 16
(((49.0, 16.0), '+'), 'South'): 20
(((23.0, 46.0), '+'), 'South'): 19
(((27.0, 10.0), '+'), 'North'): 13
(((18.0, 0.0), '+'), 'East'): 2
(((5.0, 18.0), '+'), 'East'): 11
(((23.0, 20.0), '+'), 'West'): 18
(((16.0, 41.0), '+'), 'North'): 16
(((37.0, 16.0), '+'), 'West'): 21
(((14.0, 13.0), '+'), 'East'): 11
(((34.0, 6.0), '+'), 'West'): 14
(((32.0, 44.0), '+'), 'South'): 23
(((2.0, 14.0), '+'), 'East'): 4
(((45.0, 29.0), '+'), 'West'): 21
(((12.0, 17.0), '+'), 'North'): 9
(((38.0, 2.0), '+'), 'East'): 15
(((28.0, 45.0), '+'), 'West'): 18
(((14.0, 40.0), '+'), 'North'): 15
(((8.0, 45.0), '+'), 'North'): 14
(((16.0, 6.0), '+'), 'West'): 7
(((30.0, 24.0), '+'), 'East'): 16
(((0.0, 9.0), '+'), 'South'): 2
(((11.0, 31.0), '+'), 'East'): 13
(((44.0, 32.0), '+'), 'East'): 22
(((33.0, 49.0), '+'), 'West'): 21
(((46.0, 41.0), '+'), 'South'): 23
(((6.0, 22.0), '+'), 'South'): 14
(((0.0, 28.0), '+'), 'North'): 11
(((30.0, 30.0), '-'), 'West'): 1
(((14.0, 8.0), '+'), 'East'): 6
(((43.0, 25.0), '+'), 'North'): 20
(((15.0, 24.0), '+'), 'North'): 17
(((23.0, 9.0), '+'), 'East'): 9
(((19.0, 15.0), '+'), 'North'): 14
(((2.0, 48.0), '+'), 'West'): 14
(((36.0, 31.0), '+'), 'South'): 19
(((20.0, 25.0), '+'), 'East'): 15
(((36.0, 43.0), '+'), 'East'): 21
(((35.0, 41.0), '+'), 'West'): 22
(((39.0, 29.0), '+'), 'West'): 22
(((6.0, 12.0), '+'), 'South'): 4
(((46.0, 0.0), '+'), 'East'): 19
(((14.0, 0.0), '+'), 'West'): 2
(((17.0, 44.0), '+'), 'South'): 18
(((6.0, 20.0), '+'), 'East'): 12
(((41.0, 27.0), '+'), 'West'): 22
(((42.0, 46.0), '+'), 'East'): 20
(((45.0, 33.0), '+'), 'East'): 20
(((10.0, 20.0), '+'), 'West'): 14
(((29.0, 27.0), '+'), 'South'): 16
(((42.0, 7.0), '+'), 'East'): 18
(((24.0, 34.0), '+'), 'North'): 18
(((44.0, 44.0), '+'), 'East'): 21
(((33.0, 35.0), '+'), 'West'): 17
(((36.0, 48.0), '-'), 'East'): 15
(((41.0, 9.0), '+'), 'North'): 18
(((33.0, 26.0), '+'), 'North'): 15
(((9.0, 20.0), '+'), 'West'): 16
(((1.0, 30.0), '+'), 'West'): 12
(((25.0, 38.0), '+'), 'East'): 19
(((16.0, 15.0), '+'), 'North'): 14
(((33.0, 11.0), '+'), 'West'): 16
(((43.0, 8.0), '+'), 'South'): 19
(((4.0, 37.0), '+'), 'West'): 14
(((48.0, 39.0), '+'), 'South'): 22
(((13.0, 30.0), '+'), 'East'): 13
(((4.0, 17.0), '+'), 'North'): 8
(((29.0, 27.0), '+'), 'East'): 15
(((35.0, 47.0), '|'), 'South'): 2
(((8.0, 17.0), '+'), 'West'): 5
(((13.0, 14.0), '+'), 'West'): 18
(((38.0, 30.0), '+'), 'West'): 21
(((24.0, 40.0), '+'), 'West'): 19
(((27.0, 11.0), '+'), 'South'): 15
(((20.0, 2.0), '+'), 'East'): 8
(((40.0, 40.0), '+'), 'South'): 22
(((1.0, 30.0), '+'), 'North'): 11
(((6.0, 11.0), '+'), 'West'): 3
(((48.0, 22.0), '+'), 'North'): 22
(((43.0, 13.0), '+'), 'East'): 19
(((34.0, 6.0), '+'), 'South'): 13
(((27.0, 35.0), '+'), 'East'): 17
(((42.0, 43.0), '+'), 'East'): 22
(((22.0, 10.0), '+'), 'East'): 10
(((22.0, 23.0), '+'), 'North'): 15
(((48.0, 6.0), '+'), 'North'): 20
(((37.0, 43.0), '+'), 'West'): 21
(((3.0, 0.0), '+'), 'East'): 1
(((43.0, 33.0), '+'), 'South'): 22
(((29.0, 46.0), '+'), 'West'): 20
(((9.0, 4.0), '+'), 'North'): 4
(((10.0, 5.0), '+'), 'East'): 6
(((31.0, 5.0), '+'), 'West'): 12
(((11.0, 25.0), '+'), 'North'): 13
(((10.0, 46.0), '+'), 'South'): 14
(((44.0, 6.0), '+'), 'East'): 20
(((46.0, 8.0), '+'), 'West'): 19
(((35.0, 14.0), '+'), 'West'): 16
(((8.0, 23.0), '+'), 'North'): 13
(((46.0, 24.0), '+'), 'South'): 22
(((6.0, 28.0), '+'), 'South'): 17
(((48.0, 38.0), '+'), 'East'): 23
(((4.0, 22.0), '+'), 'South'): 12
(((39.0, 27.0), '+'), 'East'): 22
(((49.0, 12.0), '+'), 'South'): 19
(((30.0, 30.0), '+'), 'East'): 16
(((34.0, 15.0), '+'), 'South'): 16
(((17.0, 41.0), '+'), 'North'): 17
(((32.0, 10.0), '+'), 'West'): 16
(((28.0, 39.0), '+'), 'East'): 17
(((16.0, 10.0), '+'), 'South'): 5
(((38.0, 3.0), '+'), 'East'): 15
(((26.0, 21.0), '+'), 'North'): 15
(((26.0, 43.0), '+'), 'North'): 18
(((49.0, 32.0), '+'), 'West'): 21
(((14.0, 42.0), '+'), 'South'): 15
(((39.0, 34.0), '+'), 'East'): 21
(((5.0, 15.0), '+'), 'West'): 5
(((40.0, 13.0), '+'), 'West'): 18
(((20.0, 6.0), '+'), 'East'): 9
(((41.0, 27.0), '+'), 'South'): 21
(((5.0, 18.0), '+'), 'North'): 9
(((40.0, 22.0), '+'), 'West'): 20
(((21.0, 23.0), '+'), 'South'): 16
(((6.0, 9.0), '+'), 'North'): 5
(((5.0, 7.0), '+'), 'West'): 2
(((47.0, 23.0), '+'), 'North'): 21
(((33.0, 8.0), '+'), 'East'): 15
(((44.0, 27.0), '+'), 'East'): 22
(((10.0, 32.0), '+'), 'North'): 13
(((48.0, 46.0), '+'), 'South'): 20
(((44.0, 11.0), '+'), 'East'): 18
(((3.0, 37.0), '+'), 'East'): 14
(((39.0, 4.0), '+'), 'North'): 15
(((10.0, 9.0), '|'), 'North'): 1
(((27.0, 24.0), '+'), 'North'): 15
(((21.0, 11.0), '+'), 'South'): 10
(((14.0, 35.0), '+'), 'North'): 13
(((7.0, 48.0), '+'), 'North'): 14
(((45.0, 13.0), '+'), 'West'): 20
(((48.0, 47.0), '+'), 'East'): 20
(((39.0, 8.0), '+'), 'South'): 16
(((0.0, 24.0), '+'), 'East'): 12
(((13.0, 39.0), '+'), 'East'): 15
(((32.0, 5.0), '+'), 'West'): 12
(((23.0, 46.0), '+'), 'North'): 19
(((8.0, 13.0), '+'), 'West'): 2
(((7.0, 13.0), '+'), 'North'): 3
(((3.0, 19.0), '+'), 'East'): 10
(((48.0, 46.0), '+'), 'East'): 20
(((27.0, 42.0), '+'), 'North'): 18
(((20.0, 4.0), '+'), 'North'): 11
(((36.0, 22.0), '+'), 'West'): 20
(((24.0, 26.0), '+'), 'East'): 14
(((42.0, 32.0), '+'), 'West'): 22
(((49.0, 47.0), '+'), 'North'): 20
(((1.0, 48.0), '+'), 'South'): 12
(((39.0, 32.0), '+'), 'North'): 21
(((47.0, 46.0), '+'), 'West'): 21
(((10.0, 45.0), '+'), 'North'): 14
(((35.0, 5.0), '+'), 'North'): 14
(((25.0, 19.0), '+'), 'North'): 15
(((25.0, 40.0), '+'), 'North'): 19
(((8.0, 39.0), '+'), 'North'): 14
(((28.0, 26.0), '+'), 'South'): 16
(((43.0, 21.0), '+'), 'South'): 18
(((45.0, 47.0), '+'), 'North'): 20
(((18.0, 1.0), '+'), 'South'): 2
(((46.0, 26.0), '+'), 'West'): 21
(((25.0, 49.0), '+'), 'South'): 18
(((20.0, 31.0), '+'), 'South'): 17
(((41.0, 6.0), '+'), 'South'): 19
(((48.0, 41.0), '+'), 'West'): 21
(((17.0, 17.0), '+'), 'West'): 16
(((22.0, 31.0), '+'), 'East'): 15
(((10.0, 16.0), '+'), 'West'): 5
(((25.0, 7.0), '+'), 'North'): 10
(((7.0, 0.0), '+'), 'West'): 1
(((35.0, 15.0), '+'), 'South'): 16
(((44.0, 25.0), '+'), 'North'): 22
(((35.0, 18.0), '+'), 'West'): 17
(((26.0, 6.0), '+'), 'East'): 10
(((1.0, 39.0), '+'), 'South'): 14
(((9.0, 9.0), '+'), 'East'): 1
(((19.0, 12.0), '+'), 'North'): 12
(((32.0, 17.0), '+'), 'West'): 17
(((27.0, 16.0), '+'), 'North'): 15
(((15.0, 47.0), '+'), 'East'): 18
(((33.0, 45.0), '+'), 'North'): 21
(((35.0, 37.0), '+'), 'West'): 17
(((22.0, 39.0), '+'), 'South'): 17
(((4.0, 40.0), '+'), 'North'): 14
(((33.0, 10.0), '+'), 'East'): 15
(((15.0, 14.0), '+'), 'South'): 14
(((20.0, 34.0), '+'), 'West'): 16
(((5.0, 24.0), '+'), 'South'): 15
(((7.0, 33.0), '+'), 'West'): 15
(((8.0, 8.0), '+'), 'South'): 4
(((25.0, 16.0), '+'), 'North'): 15
(((38.0, 12.0), '+'), 'South'): 18
(((16.0, 26.0), '+'), 'East'): 19
(((49.0, 49.0), '+'), 'South'): 20
(((38.0, 37.0), '+'), 'West'): 21
(((45.0, 15.0), '+'), 'West'): 20
(((16.0, 30.0), '+'), 'East'): 17
(((2.0, 36.0), '+'), 'West'): 12
(((21.0, 41.0), '+'), 'North'): 18
(((41.0, 13.0), '+'), 'West'): 18
(((28.0, 18.0), '+'), 'East'): 15
(((21.0, 10.0), '+'), 'South'): 9
(((20.0, 38.0), '+'), 'West'): 18
(((31.0, 30.0), '+'), 'East'): 16
(((21.0, 25.0), '+'), 'West'): 15
(((18.0, 12.0), '+'), 'West'): 14
(((31.0, 10.0), '+'), 'North'): 15
